store_id,transaction_id,timestamp,basket_value_inr
STORE_BLR_003,TXN_0001,2026-04-10T10:07:29Z,862.66
STORE_BLR_003,TXN_0001_R2,2026-04-10T13:07:40Z,1390.23
STORE_BLR_003,TXN_0002_R2,2026-04-10T12:17:03Z,1001.68
STORE_BLR_003,TXN_0006_R2,2026-04-10T11:47:19Z,804.72
STORE_BLR_003,TXN_0008,2026-04-10T10:46:09Z,1422.21
STORE_BLR_003,TXN_0008_R2,2026-04-10T11:46:29Z,805.16
STORE_BLR_003,TXN_0009,2026-04-10T10:51:43Z,850.03
STORE_BLR_003,TXN_0009_R2,2026-04-10T13:51:12Z,685.89
STORE_BLR_003,TXN_0012,2026-04-10T11:10:26Z,527.86
STORE_BLR_003,TXN_0012_R2,2026-04-10T14:11:19Z,857.67
STORE_BLR_003,TXN_0013_R2,2026-04-10T13:26:21Z,1551.18
STORE_BLR_003,TXN_0015,2026-04-10T11:11:43Z,633.73
STORE_BLR_003,TXN_0015_R2,2026-04-10T14:13:29Z,925.28
STORE_BLR_003,TXN_0016_R2,2026-04-10T13:14:08Z,592.13
STORE_BLR_003,TXN_0018,2026-04-10T11:25:58Z,667.25
STORE_BLR_003,TXN_0018_R2,2026-04-10T12:26:26Z,1161.15
STORE_BLR_003,TXN_0019,2026-04-10T11:27:10Z,722.74
STORE_BLR_003,TXN_0019_R2,2026-04-10T12:28:33Z,803.39
STORE_BLR_003,TXN_0022,2026-04-10T11:42:46Z,705.65
STORE_BLR_003,TXN_0022_R2,2026-04-10T14:42:20Z,1009.17
STORE_BLR_003,TXN_0027,2026-04-10T12:03:58Z,1260.02
STORE_BLR_003,TXN_0030,2026-04-10T12:14:37Z,456.68
STORE_BLR_003,TXN_0031,2026-04-10T12:11:38Z,605.63
STORE_BLR_003,TXN_0032,2026-04-10T12:16:16Z,974.41
STORE_BLR_003,TXN_0033,2026-04-10T12:32:05Z,951.88
STORE_BLR_003,TXN_0034,2026-04-10T12:34:59Z,1069.86
STORE_BLR_003,TXN_0035,2026-04-10T12:36:04Z,1102.3
STORE_BLR_003,TXN_0037,2026-04-10T12:38:06Z,889.83
STORE_BLR_003,TXN_0038,2026-04-10T12:35:05Z,644.26
STORE_BLR_003,TXN_0040,2026-04-10T12:43:38Z,587.04
STORE_BLR_003,TXN_0041,2026-04-10T12:48:53Z,660.67
STORE_BLR_003,TXN_0042,2026-04-10T12:54:41Z,1151.04
STORE_BLR_003,TXN_0045,2026-04-10T12:50:31Z,1170.41
STORE_BLR_003,TXN_0046,2026-04-10T12:52:35Z,1136.63
STORE_BLR_003,TXN_0047,2026-04-10T13:05:38Z,631.5
STORE_BLR_003,TXN_0048,2026-04-10T12:59:13Z,825.16
STORE_BLR_003,TXN_0051,2026-04-10T13:03:32Z,619.97
STORE_BLR_003,TXN_0052,2026-04-10T13:10:29Z,840.02
STORE_BLR_003,TXN_0053,2026-04-10T13:10:03Z,1066.61
STORE_BLR_003,TXN_0054,2026-04-10T13:07:38Z,1119.82
STORE_BLR_003,TXN_0056,2026-04-10T13:10:40Z,436.28
STORE_BLR_003,TXN_0057,2026-04-10T13:26:00Z,1454.72
STORE_BLR_003,TXN_0059,2026-04-10T13:21:32Z,746.9
STORE_BLR_003,TXN_0062,2026-04-10T13:28:33Z,822.05
STORE_BLR_003,TXN_0063,2026-04-10T13:38:47Z,1102.74
STORE_BLR_003,TXN_0064,2026-04-10T13:40:16Z,875.0
STORE_BLR_003,TXN_0065,2026-04-10T13:48:33Z,1152.02
STORE_BLR_003,TXN_0066,2026-04-10T13:39:28Z,980.15
STORE_BLR_003,TXN_0067,2026-04-10T13:43:32Z,423.14
STORE_BLR_003,TXN_0069,2026-04-10T13:53:32Z,973.68
STORE_BLR_003,TXN_0070,2026-04-10T13:44:26Z,1323.84
STORE_BLR_003,TXN_0071,2026-04-10T13:58:57Z,664.94
STORE_BLR_003,TXN_0074,2026-04-10T14:12:32Z,540.43
STORE_BLR_003,TXN_0076,2026-04-10T14:24:26Z,836.19
STORE_BLR_003,TXN_0078,2026-04-10T14:42:24Z,585.05
STORE_BLR_003,TXN_0084,2026-04-10T15:22:06Z,1322.4
STORE_BLR_003,TXN_0085,2026-04-10T15:14:50Z,470.9
STORE_BLR_003,TXN_0087,2026-04-10T15:30:55Z,792.19
STORE_BLR_003,TXN_0088,2026-04-10T15:33:07Z,606.25
STORE_BLR_003,TXN_0091,2026-04-10T15:54:46Z,890.46
STORE_BLR_003,TXN_0092,2026-04-10T15:47:41Z,448.55
STORE_BLR_003,TXN_0093,2026-04-10T15:55:52Z,567.47
STORE_BLR_003,TXN_0094,2026-04-10T16:01:14Z,755.5
STORE_BLR_003,TXN_0102,2026-04-10T17:01:37Z,655.94
STORE_BLR_003,TXN_0103,2026-04-10T17:02:49Z,670.17
STORE_BLR_003,TXN_0104,2026-04-10T17:19:18Z,782.49
STORE_BLR_003,TXN_0107,2026-04-10T17:31:21Z,395.78
STORE_BLR_003,TXN_0108,2026-04-10T17:36:57Z,1130.76
STORE_BLR_003,TXN_0110,2026-04-10T18:15:19Z,860.13
STORE_BLR_003,TXN_0111,2026-04-10T18:25:06Z,700.72
STORE_BLR_003,TXN_0112,2026-04-10T18:25:35Z,960.88
STORE_BLR_003,TXN_0113,2026-04-10T18:20:24Z,911.2
STORE_BLR_003,TXN_0114,2026-04-10T18:16:55Z,1322.75
STORE_BLR_003,TXN_0117,2026-04-10T18:37:20Z,1278.88
STORE_BLR_003,TXN_0118,2026-04-10T18:27:55Z,595.56
STORE_BLR_003,TXN_0119,2026-04-10T18:35:51Z,1557.24
STORE_BLR_003,TXN_0120,2026-04-10T18:45:28Z,705.47
STORE_BLR_003,TXN_0121,2026-04-10T18:41:59Z,2009.64
STORE_BLR_003,TXN_0122,2026-04-10T18:47:58Z,580.86
STORE_BLR_003,TXN_0123,2026-04-10T18:54:53Z,1054.4
STORE_BLR_003,TXN_0124,2026-04-10T19:00:07Z,1360.21
STORE_BLR_003,TXN_0125,2026-04-10T18:50:01Z,1008.74
STORE_BLR_003,TXN_0130,2026-04-10T19:09:51Z,778.34
STORE_BLR_003,TXN_0132,2026-04-10T19:12:15Z,634.33
STORE_BLR_003,TXN_0136,2026-04-10T19:26:08Z,744.07
STORE_BLR_003,TXN_0137,2026-04-10T19:12:54Z,326.03
STORE_BLR_003,TXN_0138,2026-04-10T19:16:59Z,901.77
STORE_BLR_003,TXN_0139,2026-04-10T19:18:30Z,862.16
STORE_BLR_003,TXN_0141,2026-04-10T19:21:28Z,1372.38
STORE_BLR_003,TXN_0145,2026-04-10T19:50:26Z,948.03
STORE_BLR_003,TXN_0146,2026-04-10T19:46:23Z,1724.61
STORE_BLR_003,TXN_0148,2026-04-10T19:43:46Z,1215.39
STORE_BLR_003,TXN_0153,2026-04-10T20:14:41Z,417.88
STORE_BLR_003,TXN_0154,2026-04-10T20:03:44Z,1068.63
STORE_BLR_003,TXN_0155,2026-04-10T20:17:32Z,1228.45
STORE_BLR_003,TXN_0156,2026-04-10T20:21:15Z,299.0
STORE_BLR_003,TXN_0157,2026-04-10T20:25:53Z,572.22
STORE_BLR_003,TXN_0158,2026-04-10T20:26:36Z,898.35
STORE_BLR_003,TXN_AMBIG_STORE_2,2026-04-10T14:41:32Z,999.0
STORE_BLR_003,TXN_NOMATCH_STORE_2,2026-04-10T20:30:00Z,450.0
