store_id,transaction_id,timestamp,basket_value_inr
STORE_BLR_002,TXN_0001,2026-06-01T10:38:18Z,1625.11
STORE_BLR_002,TXN_0002,2026-06-01T10:34:21Z,1510.06
STORE_BLR_002,TXN_0003,2026-06-01T11:18:25Z,889.9
STORE_BLR_002,TXN_0004,2026-06-01T11:22:34Z,863.05
STORE_BLR_002,TXN_0006,2026-06-01T12:01:47Z,1444.79
STORE_BLR_002,TXN_0009,2026-06-01T12:00:36Z,915.68
STORE_BLR_002,TXN_0014,2026-06-01T12:10:34Z,1028.52
STORE_BLR_002,TXN_0015,2026-06-01T12:12:06Z,760.59
STORE_BLR_002,TXN_0016,2026-06-01T12:16:46Z,1270.79
STORE_BLR_002,TXN_0017,2026-06-01T12:15:21Z,2189.94
STORE_BLR_002,TXN_0019,2026-06-01T12:18:56Z,2370.22
STORE_BLR_002,TXN_0020,2026-06-01T12:22:16Z,1224.98
STORE_BLR_002,TXN_0021,2026-06-01T12:23:36Z,1064.73
STORE_BLR_002,TXN_0022,2026-06-01T12:25:49Z,1225.85
STORE_BLR_002,TXN_0025,2026-06-01T12:47:31Z,1758.66
STORE_BLR_002,TXN_0028,2026-06-01T12:55:00Z,1044.4
STORE_BLR_002,TXN_0030,2026-06-01T12:56:03Z,1088.98
STORE_BLR_002,TXN_0031,2026-06-01T12:55:45Z,1059.9
STORE_BLR_002,TXN_0033,2026-06-01T13:03:55Z,1171.64
STORE_BLR_002,TXN_0034,2026-06-01T13:09:53Z,958.26
STORE_BLR_002,TXN_0036,2026-06-01T13:12:56Z,1948.28
STORE_BLR_002,TXN_0038,2026-06-01T13:15:02Z,1306.14
STORE_BLR_002,TXN_0039,2026-06-01T13:25:27Z,1102.23
STORE_BLR_002,TXN_0041,2026-06-01T13:36:04Z,1323.8
STORE_BLR_002,TXN_0044,2026-06-01T13:35:20Z,909.91
STORE_BLR_002,TXN_0046,2026-06-01T13:41:26Z,907.04
STORE_BLR_002,TXN_0050,2026-06-01T13:53:33Z,1234.15
STORE_BLR_002,TXN_0051,2026-06-01T13:58:05Z,1372.7
STORE_BLR_002,TXN_0053,2026-06-01T14:05:54Z,639.23
STORE_BLR_002,TXN_0054,2026-06-01T14:07:49Z,1288.91
STORE_BLR_002,TXN_0056,2026-06-01T14:40:09Z,953.19
STORE_BLR_002,TXN_0057,2026-06-01T14:50:26Z,960.29
STORE_BLR_002,TXN_0058,2026-06-01T15:01:19Z,1183.21
STORE_BLR_002,TXN_0059,2026-06-01T15:09:39Z,712.3
STORE_BLR_002,TXN_0060,2026-06-01T15:11:22Z,1732.4
STORE_BLR_002,TXN_0061,2026-06-01T15:15:44Z,969.14
STORE_BLR_002,TXN_0062,2026-06-01T15:13:49Z,1292.99
STORE_BLR_002,TXN_0063,2026-06-01T15:38:54Z,678.35
STORE_BLR_002,TXN_0064,2026-06-01T15:30:23Z,1013.7
STORE_BLR_002,TXN_0065,2026-06-01T15:34:37Z,605.71
STORE_BLR_002,TXN_0068,2026-06-01T16:05:37Z,818.76
STORE_BLR_002,TXN_0072,2026-06-01T16:44:32Z,904.99
STORE_BLR_002,TXN_0073,2026-06-01T16:42:29Z,872.63
STORE_BLR_002,TXN_0076,2026-06-01T16:59:49Z,1225.38
STORE_BLR_002,TXN_0080,2026-06-01T17:25:31Z,1070.29
STORE_BLR_002,TXN_0081,2026-06-01T17:28:15Z,1488.67
STORE_BLR_002,TXN_0082,2026-06-01T17:29:02Z,1394.32
STORE_BLR_002,TXN_0083,2026-06-01T17:33:13Z,952.4
STORE_BLR_002,TXN_0085,2026-06-01T17:39:12Z,1031.5
STORE_BLR_002,TXN_0086,2026-06-01T17:38:37Z,1487.6
STORE_BLR_002,TXN_0087,2026-06-01T18:04:28Z,1581.34
STORE_BLR_002,TXN_0088,2026-06-01T18:08:30Z,826.05
STORE_BLR_002,TXN_0090,2026-06-01T18:10:50Z,885.54
STORE_BLR_002,TXN_0091,2026-06-01T18:12:10Z,1148.96
STORE_BLR_002,TXN_0092,2026-06-01T18:16:43Z,1021.35
STORE_BLR_002,TXN_0095,2026-06-01T18:30:20Z,698.97
STORE_BLR_002,TXN_0097,2026-06-01T18:25:31Z,1357.73
STORE_BLR_002,TXN_0101,2026-06-01T18:33:52Z,1137.22
STORE_BLR_002,TXN_0102,2026-06-01T18:29:49Z,831.02
STORE_BLR_002,TXN_0105,2026-06-01T18:50:38Z,1320.4
STORE_BLR_002,TXN_0112,2026-06-01T18:59:06Z,790.0
STORE_BLR_002,TXN_0114,2026-06-01T19:08:25Z,995.48
STORE_BLR_002,TXN_0115,2026-06-01T19:08:24Z,1210.09
STORE_BLR_002,TXN_0117,2026-06-01T19:19:52Z,1687.53
STORE_BLR_002,TXN_0120,2026-06-01T19:36:07Z,957.29
STORE_BLR_002,TXN_0123,2026-06-01T19:54:36Z,830.53
STORE_BLR_002,TXN_0125,2026-06-01T20:00:51Z,1317.7
STORE_BLR_002,TXN_0127,2026-06-01T20:16:48Z,829.53
